severity,code,record_type,record_id,record_ref,stage,owner,retry_status,message
low,variant_missing_weight,variant,2174,PROS-PROT03ORU-2174,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2175,PROS-PROT03ORU-2175,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2181,PROS-T00SH2-2181,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2188,PROS-PROT03NTU-2188,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2207,PROS-PROT00JUU-2207,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2208,PROS-PROT00JUU-2208,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2224,PROS-PROT00JOM-2224,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2225,PROS-PROT00JOM-2225,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2238,PROS-PROT03FAF-2238,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2239,PROS-PROT03FAF-2239,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2240,PROS-PROT00EPU-2240,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2255,PROS-PROT03DVU-2255,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2256,PROS-PROT03DVU-2256,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2265,PROS-PROT03D2U-2265,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2266,PROS-PROT03D2U-2266,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2278,PROS-PROT00CIF-2278,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2282,PROS-PROT00CIM-2282,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2287,PROS-PROT00CEU-2287,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2288,PROS-PROT00CEU-2288,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2297,PROS-PROT03BPU-2297,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2298,PROS-PROT03BPU-2298,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2303,PROS-PROT03CL2U-2303,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2304,PROS-PROT03CL2U-2304,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2315,PROS-PROT03BJU-2315,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2316,PROS-PROT03BJU-2316,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2321,PROS-PROT03BHU-2321,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2322,PROS-PROT03BHU-2322,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2329,PROS-PROT03BCU-2329,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2330,PROS-PROT03BCU-2330,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2340,PROS-PROT00ARU-2340,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2342,PROS-PROT00ARU-2342,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2343,PROS-PROT00ARU-2343,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2353,PROS-PROT00ALF-2353,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2354,PROS-PROT00ALF-2354,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2355,PROS-PROT00ALF-2355,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2363,PROS-PROT00ALM-2363,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2364,PROS-PROT00ALM-2364,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2370,PROS-PROT00ACU-2370,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2372,PROS-PROT03CZU-2372,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2658,PROS-T00SH2-2658,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2660,PROS-T00SH2-2660,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2661,PROS-T00SH2-2661,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2662,PROT03SLU-NBLUE-M,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2663,PROT03SLU-NBLUE-XL,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2664,PROT03SLU-BLACK-S,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2665,PROT03SLU-BLACK-M,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2666,PROT03SLU-BLACK-XL,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2667,PROT03SLU-WHITE-S,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
